Date,Time,Weekday,To Home,To Work
2016-11-10,17:10,Thursday,1 hour 10 mins,50 mins
2016-11-10,17:15,Thursday,1 hour 13 mins,52 mins
2016-11-10,17:20,Thursday,1 hour 12 mins,49 mins
2016-11-10,17:25,Thursday,1 hour 13 mins,53 mins
2016-11-10,17:30,Thursday,1 hour 12 mins,52 mins
2016-11-10,17:35,Thursday,1 hour 13 mins,52 mins
2016-11-10,17:40,Thursday,1 hour 15 mins,52 mins
2016-11-10,17:45,Thursday,1 hour 11 mins,52 mins
2016-11-10,17:50,Thursday,1 hour 15 mins,50 mins
2016-11-10,17:55,Thursday,1 hour 9 mins,46 mins
2016-11-10,18:00,Thursday,1 hour 10 mins,45 mins
2016-11-10,18:05,Thursday,1 hour 9 mins,43 mins
2016-11-10,18:10,Thursday,1 hour 8 mins,44 mins
2016-11-10,18:15,Thursday,1 hour 10 mins,43 mins
2016-11-10,18:20,Thursday,1 hour 6 mins,42 mins
2016-11-10,18:25,Thursday,1 hour 5 mins,43 mins
2016-11-10,18:30,Thursday,1 hour 4 mins,41 mins
2016-11-10,18:35,Thursday,1 hour 1 min,41 mins
2016-11-10,18:40,Thursday,1 hour 3 mins,41 mins
2016-11-10,18:45,Thursday,59 mins,41 mins
2016-11-10,18:50,Thursday,59 mins,39 mins
2016-11-10,18:55,Thursday,57 mins,38 mins
2016-11-10,19:05,Thursday,52 mins,38 mins
2016-11-10,19:10,Thursday,52 mins,37 mins
2016-11-10,19:15,Thursday,47 mins,36 mins
2016-11-10,19:20,Thursday,45 mins,35 mins
2016-11-10,19:25,Thursday,46 mins,34 mins
2016-11-10,19:30,Thursday,44 mins,32 mins
2016-11-10,19:35,Thursday,44 mins,31 mins
2016-11-10,19:40,Thursday,43 mins,32 mins
2016-11-10,19:45,Thursday,41 mins,31 mins
2016-11-10,19:50,Thursday,39 mins,31 mins
2016-11-10,19:55,Thursday,38 mins,31 mins
2016-11-10,23:00,Thursday,26 mins,35 mins
2016-11-10,23:05,Thursday,26 mins,35 mins
2016-11-10,23:10,Thursday,25 mins,36 mins
2016-11-10,23:15,Thursday,25 mins,34 mins
2016-11-10,23:20,Thursday,25 mins,32 mins
2016-11-10,23:25,Thursday,26 mins,32 mins
2016-11-10,23:30,Thursday,26 mins,31 mins
2016-11-10,23:35,Thursday,26 mins,30 mins
2016-11-10,23:40,Thursday,26 mins,29 mins
2016-11-10,23:45,Thursday,26 mins,27 mins
2016-11-10,23:50,Thursday,25 mins,27 mins
2016-11-10,23:55,Thursday,25 mins,27 mins
2016-11-11,05:00,Friday,25 mins,24 mins
2016-11-11,05:05,Friday,25 mins,24 mins
2016-11-11,05:10,Friday,25 mins,25 mins
2016-11-11,05:15,Friday,25 mins,25 mins
2016-11-11,05:20,Friday,25 mins,25 mins
2016-11-11,05:25,Friday,25 mins,25 mins
2016-11-11,05:30,Friday,25 mins,26 mins
2016-11-11,05:35,Friday,25 mins,27 mins
2016-11-11,05:40,Friday,25 mins,28 mins
2016-11-11,05:45,Friday,25 mins,28 mins
2016-11-11,05:50,Friday,26 mins,28 mins
2016-11-11,05:55,Friday,27 mins,27 mins
2016-11-11,06:00,Friday,27 mins,27 mins
2016-11-11,06:05,Friday,27 mins,27 mins
2016-11-11,06:10,Friday,27 mins,27 mins
2016-11-11,06:15,Friday,30 mins,28 mins
2016-11-11,06:20,Friday,33 mins,30 mins
2016-11-11,06:25,Friday,35 mins,31 mins
2016-11-11,06:30,Friday,36 mins,32 mins
2016-11-11,06:35,Friday,37 mins,35 mins
2016-11-11,06:40,Friday,36 mins,35 mins
2016-11-11,06:45,Friday,37 mins,39 mins
2016-11-11,06:50,Friday,37 mins,40 mins
2016-11-11,06:55,Friday,36 mins,39 mins
2016-11-11,07:00,Friday,36 mins,40 mins
2016-11-11,07:05,Friday,38 mins,41 mins
2016-11-11,07:10,Friday,37 mins,40 mins
2016-11-11,07:15,Friday,37 mins,40 mins
2016-11-11,07:20,Friday,38 mins,38 mins
2016-11-11,07:25,Friday,37 mins,38 mins
2016-11-11,07:30,Friday,41 mins,38 mins
2016-11-11,07:35,Friday,39 mins,37 mins
2016-11-11,07:40,Friday,39 mins,37 mins
2016-11-11,07:45,Friday,39 mins,36 mins
2016-11-11,07:50,Friday,39 mins,35 mins
2016-11-11,07:55,Friday,38 mins,36 mins
2016-11-11,17:00,Friday,1 hour 9 mins,56 mins
2016-11-11,17:05,Friday,1 hour 10 mins,57 mins
2016-11-11,17:10,Friday,1 hour 12 mins,56 mins
2016-11-11,17:15,Friday,1 hour 15 mins,53 mins
2016-11-11,17:20,Friday,1 hour 12 mins,55 mins
2016-11-11,17:25,Friday,1 hour 14 mins,52 mins
2016-11-11,17:30,Friday,1 hour 15 mins,51 mins
2016-11-11,17:35,Friday,1 hour 13 mins,48 mins
2016-11-11,17:40,Friday,1 hour 15 mins,48 mins
2016-11-11,17:45,Friday,1 hour 14 mins,48 mins
2016-11-11,17:50,Friday,1 hour 13 mins,48 mins
2016-11-11,17:55,Friday,1 hour 14 mins,45 mins
2016-11-11,18:00,Friday,1 hour 11 mins,44 mins
2016-11-11,18:05,Friday,1 hour 8 mins,41 mins
2016-11-11,18:10,Friday,1 hour 5 mins,40 mins
2016-11-11,18:15,Friday,1 hour 0 mins,39 mins
2016-11-11,18:20,Friday,58 mins,38 mins
2016-11-11,18:25,Friday,1 hour 0 mins,37 mins
2016-11-11,18:30,Friday,56 mins,35 mins
2016-11-11,18:35,Friday,53 mins,34 mins
2016-11-11,18:40,Friday,55 mins,33 mins
2016-11-11,18:45,Friday,54 mins,32 mins
2016-11-11,18:50,Friday,53 mins,31 mins
2016-11-11,18:55,Friday,54 mins,29 mins
2016-11-11,19:00,Friday,56 mins,27 mins
2016-11-11,19:05,Friday,54 mins,28 mins
2016-11-11,19:10,Friday,50 mins,29 mins
2016-11-11,19:15,Friday,47 mins,30 mins
2016-11-11,19:20,Friday,41 mins,31 mins
2016-11-11,19:25,Friday,40 mins,32 mins
2016-11-11,19:30,Friday,36 mins,32 mins
2016-11-11,19:35,Friday,36 mins,31 mins
2016-11-11,19:40,Friday,33 mins,32 mins
2016-11-11,19:45,Friday,30 mins,30 mins
2016-11-11,19:50,Friday,30 mins,32 mins
2016-11-11,19:55,Friday,29 mins,33 mins
2016-11-11,23:00,Friday,26 mins,29 mins
2016-11-11,23:05,Friday,26 mins,29 mins
2016-11-11,23:10,Friday,26 mins,29 mins
2016-11-11,23:15,Friday,26 mins,28 mins
2016-11-11,23:20,Friday,26 mins,27 mins
2016-11-11,23:25,Friday,26 mins,26 mins
2016-11-11,23:30,Friday,26 mins,26 mins
2016-11-11,23:35,Friday,26 mins,26 mins
2016-11-11,23:40,Friday,26 mins,26 mins
2016-11-11,23:45,Friday,26 mins,27 mins
2016-11-11,23:50,Friday,26 mins,26 mins
2016-11-11,23:55,Friday,26 mins,26 mins
2016-11-14,05:00,Monday,25 mins,25 mins
2016-11-14,05:05,Monday,25 mins,24 mins
2016-11-14,05:10,Monday,24 mins,24 mins
2016-11-14,05:15,Monday,24 mins,25 mins
2016-11-14,05:20,Monday,25 mins,25 mins
2016-11-14,05:25,Monday,25 mins,25 mins
2016-11-14,05:30,Monday,25 mins,25 mins
2016-11-14,05:35,Monday,25 mins,25 mins
2016-11-14,05:40,Monday,25 mins,25 mins
2016-11-14,05:45,Monday,25 mins,25 mins
2016-11-14,05:50,Monday,26 mins,26 mins
2016-11-14,05:55,Monday,26 mins,26 mins
2016-11-14,06:00,Monday,28 mins,28 mins
2016-11-14,06:05,Monday,29 mins,30 mins
2016-11-14,06:10,Monday,31 mins,31 mins
2016-11-14,06:15,Monday,36 mins,33 mins
2016-11-14,06:20,Monday,41 mins,42 mins
2016-11-14,06:25,Monday,46 mins,45 mins
2016-11-14,06:30,Monday,50 mins,47 mins
2016-11-14,06:35,Monday,46 mins,51 mins
2016-11-14,06:40,Monday,48 mins,51 mins
2016-11-14,06:45,Monday,48 mins,53 mins
2016-11-14,06:50,Monday,50 mins,52 mins
2016-11-14,06:55,Monday,52 mins,55 mins
2016-11-14,07:00,Monday,50 mins,57 mins
2016-11-14,07:05,Monday,49 mins,58 mins
2016-11-14,07:10,Monday,50 mins,59 mins
2016-11-14,07:15,Monday,51 mins,1 hour 3 mins
2016-11-14,07:20,Monday,51 mins,1 hour 0 mins
2016-11-14,07:25,Monday,53 mins,59 mins
2016-11-14,07:30,Monday,54 mins,1 hour 2 mins
2016-11-14,07:35,Monday,49 mins,59 mins
2016-11-14,07:40,Monday,51 mins,59 mins
2016-11-14,07:45,Monday,51 mins,59 mins
2016-11-14,07:50,Monday,51 mins,57 mins
2016-11-14,07:55,Monday,53 mins,57 mins
2016-11-14,17:00,Monday,56 mins,37 mins
2016-11-14,17:05,Monday,58 mins,36 mins
2016-11-14,17:10,Monday,58 mins,36 mins
2016-11-14,17:15,Monday,57 mins,39 mins
2016-11-14,17:20,Monday,1 hour 0 mins,37 mins
2016-11-14,17:25,Monday,59 mins,38 mins
2016-11-14,17:30,Monday,1 hour 0 mins,37 mins
2016-11-14,17:35,Monday,1 hour 3 mins,37 mins
2016-11-14,17:40,Monday,1 hour 1 min,36 mins
2016-11-14,17:45,Monday,1 hour 0 mins,36 mins
2016-11-14,17:50,Monday,1 hour 2 mins,36 mins
2016-11-14,17:55,Monday,1 hour 2 mins,34 mins
2016-11-14,18:00,Monday,1 hour 1 min,33 mins
2016-11-14,18:05,Monday,59 mins,35 mins
2016-11-14,18:10,Monday,59 mins,33 mins
2016-11-14,18:15,Monday,55 mins,34 mins
2016-11-14,18:20,Monday,55 mins,33 mins
2016-11-14,18:25,Monday,54 mins,33 mins
2016-11-14,18:30,Monday,51 mins,32 mins
2016-11-14,18:35,Monday,49 mins,32 mins
2016-11-14,18:40,Monday,50 mins,32 mins
2016-11-14,18:45,Monday,46 mins,31 mins
2016-11-14,18:50,Monday,45 mins,31 mins
2016-11-14,18:55,Monday,45 mins,30 mins
2016-11-14,19:00,Monday,44 mins,28 mins
2016-11-14,19:05,Monday,42 mins,28 mins
2016-11-14,19:10,Monday,40 mins,28 mins
2016-11-14,19:15,Monday,37 mins,28 mins
2016-11-14,19:20,Monday,37 mins,27 mins
2016-11-14,19:25,Monday,36 mins,27 mins
2016-11-14,19:30,Monday,35 mins,26 mins
2016-11-14,19:35,Monday,36 mins,26 mins
2016-11-14,19:40,Monday,35 mins,27 mins
2016-11-14,19:45,Monday,34 mins,27 mins
2016-11-14,19:50,Monday,31 mins,26 mins
2016-11-14,19:55,Monday,31 mins,26 mins
2016-11-14,23:00,Monday,25 mins,25 mins
2016-11-14,23:05,Monday,25 mins,25 mins
2016-11-14,23:10,Monday,25 mins,25 mins
2016-11-14,23:15,Monday,25 mins,25 mins
2016-11-14,23:20,Monday,25 mins,25 mins
2016-11-14,23:25,Monday,25 mins,25 mins
2016-11-14,23:30,Monday,25 mins,25 mins
2016-11-14,23:35,Monday,25 mins,25 mins
2016-11-14,23:40,Monday,25 mins,25 mins
2016-11-14,23:45,Monday,25 mins,25 mins
2016-11-14,23:50,Monday,25 mins,25 mins
2016-11-14,23:55,Monday,25 mins,25 mins
2016-11-15,05:00,Tuesday,25 mins,24 mins
2016-11-15,05:05,Tuesday,25 mins,25 mins
2016-11-15,05:10,Tuesday,25 mins,24 mins
2016-11-15,05:15,Tuesday,25 mins,24 mins
2016-11-15,05:20,Tuesday,25 mins,25 mins
2016-11-15,05:25,Tuesday,25 mins,25 mins
2016-11-15,05:30,Tuesday,25 mins,25 mins
2016-11-15,05:35,Tuesday,26 mins,24 mins
2016-11-15,05:40,Tuesday,25 mins,25 mins
2016-11-15,05:45,Tuesday,26 mins,25 mins
2016-11-15,05:50,Tuesday,26 mins,25 mins
2016-11-15,05:55,Tuesday,26 mins,25 mins
2016-11-15,06:00,Tuesday,28 mins,27 mins
2016-11-15,06:05,Tuesday,30 mins,29 mins
2016-11-15,06:10,Tuesday,30 mins,30 mins
2016-11-15,06:15,Tuesday,38 mins,34 mins
2016-11-15,06:20,Tuesday,43 mins,40 mins
2016-11-15,06:25,Tuesday,45 mins,44 mins
2016-11-15,06:30,Tuesday,53 mins,48 mins
2016-11-15,06:35,Tuesday,52 mins,49 mins
2016-11-15,06:40,Tuesday,57 mins,52 mins
2016-11-15,06:45,Tuesday,54 mins,57 mins
2016-11-15,06:50,Tuesday,56 mins,57 mins
2016-11-15,06:55,Tuesday,56 mins,57 mins
2016-11-15,07:00,Tuesday,56 mins,58 mins
2016-11-15,07:05,Tuesday,54 mins,1 hour 0 mins
2016-11-15,07:10,Tuesday,55 mins,1 hour 0 mins
2016-11-15,07:15,Tuesday,57 mins,1 hour 2 mins
2016-11-15,07:20,Tuesday,1 hour 2 mins,1 hour 6 mins
2016-11-15,07:25,Tuesday,58 mins,1 hour 3 mins
2016-11-15,07:30,Tuesday,59 mins,1 hour 6 mins
2016-11-15,07:35,Tuesday,59 mins,1 hour 6 mins
2016-11-15,07:40,Tuesday,58 mins,1 hour 3 mins
2016-11-15,07:45,Tuesday,1 hour 0 mins,1 hour 5 mins
2016-11-15,07:50,Tuesday,58 mins,1 hour 1 min
2016-11-15,07:55,Tuesday,59 mins,1 hour 4 mins
2016-11-15,17:00,Tuesday,1 hour 5 mins,46 mins
2016-11-15,17:05,Tuesday,1 hour 4 mins,45 mins
2016-11-15,17:10,Tuesday,1 hour 7 mins,45 mins
2016-11-15,17:15,Tuesday,1 hour 6 mins,47 mins
2016-11-15,17:20,Tuesday,1 hour 8 mins,46 mins
2016-11-15,17:25,Tuesday,1 hour 7 mins,44 mins
2016-11-15,17:30,Tuesday,1 hour 8 mins,42 mins
2016-11-15,17:35,Tuesday,1 hour 8 mins,44 mins
2016-11-15,17:40,Tuesday,1 hour 8 mins,44 mins
2016-11-15,17:45,Tuesday,1 hour 7 mins,43 mins
2016-11-15,17:50,Tuesday,1 hour 10 mins,43 mins
2016-11-15,17:55,Tuesday,1 hour 7 mins,41 mins
2016-11-15,18:00,Tuesday,1 hour 9 mins,40 mins
2016-11-15,18:05,Tuesday,1 hour 8 mins,39 mins
2016-11-15,18:10,Tuesday,1 hour 5 mins,39 mins
2016-11-15,18:15,Tuesday,1 hour 6 mins,37 mins
2016-11-15,18:20,Tuesday,1 hour 3 mins,37 mins
2016-11-15,18:25,Tuesday,1 hour 3 mins,35 mins
2016-11-15,18:30,Tuesday,1 hour 0 mins,35 mins
2016-11-15,18:35,Tuesday,1 hour 2 mins,35 mins
2016-11-15,18:40,Tuesday,58 mins,34 mins
2016-11-15,18:45,Tuesday,56 mins,34 mins
2016-11-15,18:50,Tuesday,53 mins,31 mins
2016-11-15,18:55,Tuesday,51 mins,32 mins
2016-11-15,19:00,Tuesday,48 mins,32 mins
2016-11-15,19:05,Tuesday,47 mins,31 mins
2016-11-15,19:10,Tuesday,48 mins,31 mins
2016-11-15,19:15,Tuesday,45 mins,30 mins
2016-11-15,19:20,Tuesday,42 mins,30 mins
2016-11-15,19:25,Tuesday,42 mins,30 mins
2016-11-15,19:30,Tuesday,40 mins,28 mins
2016-11-15,19:35,Tuesday,39 mins,28 mins
2016-11-15,19:40,Tuesday,37 mins,27 mins
2016-11-15,19:45,Tuesday,35 mins,28 mins
2016-11-15,19:50,Tuesday,35 mins,27 mins
2016-11-15,19:55,Tuesday,34 mins,26 mins
2016-11-15,23:00,Tuesday,25 mins,25 mins
2016-11-15,23:05,Tuesday,25 mins,25 mins
2016-11-15,23:10,Tuesday,26 mins,25 mins
2016-11-15,23:15,Tuesday,25 mins,25 mins
2016-11-15,23:20,Tuesday,25 mins,25 mins
2016-11-15,23:25,Tuesday,25 mins,25 mins
2016-11-15,23:30,Tuesday,26 mins,25 mins
2016-11-15,23:35,Tuesday,25 mins,25 mins
2016-11-15,23:40,Tuesday,25 mins,25 mins
2016-11-15,23:45,Tuesday,26 mins,25 mins
2016-11-15,23:50,Tuesday,26 mins,25 mins
2016-11-15,23:55,Tuesday,25 mins,25 mins
2016-11-16,05:00,Wednesday,25 mins,25 mins
2016-11-16,05:05,Wednesday,25 mins,25 mins
2016-11-16,05:10,Wednesday,25 mins,25 mins
2016-11-16,05:15,Wednesday,25 mins,25 mins
2016-11-16,05:20,Wednesday,25 mins,25 mins
2016-11-16,05:25,Wednesday,25 mins,25 mins
2016-11-16,05:30,Wednesday,25 mins,25 mins
2016-11-16,05:35,Wednesday,26 mins,25 mins
2016-11-16,05:40,Wednesday,25 mins,25 mins
2016-11-16,05:45,Wednesday,26 mins,25 mins
2016-11-16,05:50,Wednesday,27 mins,26 mins
2016-11-16,05:55,Wednesday,27 mins,26 mins
2016-11-16,06:00,Wednesday,28 mins,26 mins
2016-11-16,06:05,Wednesday,30 mins,27 mins
2016-11-16,06:10,Wednesday,31 mins,27 mins
2016-11-16,06:15,Wednesday,36 mins,29 mins
2016-11-16,06:20,Wednesday,44 mins,32 mins
2016-11-16,06:25,Wednesday,44 mins,38 mins
2016-11-16,06:30,Wednesday,50 mins,45 mins
2016-11-16,06:35,Wednesday,50 mins,50 mins
2016-11-16,06:40,Wednesday,50 mins,53 mins
2016-11-16,06:45,Wednesday,52 mins,53 mins
2016-11-16,06:50,Wednesday,52 mins,56 mins
2016-11-16,06:55,Wednesday,53 mins,56 mins
2016-11-16,07:00,Wednesday,53 mins,57 mins
2016-11-16,07:05,Wednesday,54 mins,56 mins
2016-11-16,07:10,Wednesday,54 mins,57 mins
2016-11-16,07:15,Wednesday,55 mins,57 mins
2016-11-16,07:20,Wednesday,54 mins,58 mins
2016-11-16,07:25,Wednesday,54 mins,59 mins
2016-11-16,07:30,Wednesday,56 mins,59 mins
2016-11-16,07:35,Wednesday,54 mins,57 mins
2016-11-16,07:40,Wednesday,59 mins,57 mins
2016-11-16,07:45,Wednesday,56 mins,56 mins
2016-11-16,07:50,Wednesday,58 mins,56 mins
2016-11-16,07:55,Wednesday,56 mins,54 mins
2016-11-16,17:00,Wednesday,1 hour 11 mins,47 mins
2016-11-16,17:05,Wednesday,1 hour 10 mins,44 mins
2016-11-16,17:10,Wednesday,1 hour 7 mins,44 mins
2016-11-16,17:15,Wednesday,1 hour 12 mins,45 mins
2016-11-16,17:20,Wednesday,1 hour 9 mins,46 mins
2016-11-16,17:25,Wednesday,1 hour 12 mins,42 mins
2016-11-16,17:30,Wednesday,1 hour 11 mins,43 mins
2016-11-16,17:35,Wednesday,1 hour 12 mins,43 mins
2016-11-16,17:40,Wednesday,1 hour 11 mins,44 mins
2016-11-16,17:45,Wednesday,1 hour 11 mins,44 mins
2016-11-16,17:50,Wednesday,1 hour 10 mins,43 mins
2016-11-16,17:55,Wednesday,1 hour 10 mins,44 mins
2016-11-16,18:00,Wednesday,1 hour 11 mins,43 mins
2016-11-16,18:05,Wednesday,1 hour 7 mins,41 mins
2016-11-16,18:10,Wednesday,1 hour 5 mins,41 mins
2016-11-16,18:15,Wednesday,1 hour 6 mins,37 mins
2016-11-16,18:20,Wednesday,1 hour 3 mins,35 mins
2016-11-16,18:25,Wednesday,1 hour 3 mins,35 mins
2016-11-16,18:30,Wednesday,1 hour 1 min,34 mins
2016-11-16,18:35,Wednesday,59 mins,34 mins
2016-11-16,18:40,Wednesday,59 mins,34 mins
2016-11-16,18:45,Wednesday,57 mins,32 mins
2016-11-16,18:50,Wednesday,54 mins,31 mins
2016-11-16,18:55,Wednesday,52 mins,31 mins
2016-11-16,19:00,Wednesday,50 mins,33 mins
2016-11-16,19:05,Wednesday,48 mins,31 mins
2016-11-16,19:10,Wednesday,48 mins,31 mins
2016-11-16,19:15,Wednesday,46 mins,29 mins
2016-11-16,19:20,Wednesday,45 mins,29 mins
2016-11-16,19:25,Wednesday,46 mins,28 mins
2016-11-16,19:30,Wednesday,43 mins,27 mins
2016-11-16,19:35,Wednesday,41 mins,26 mins
2016-11-16,19:40,Wednesday,42 mins,26 mins
2016-11-16,19:45,Wednesday,41 mins,27 mins
2016-11-16,19:50,Wednesday,40 mins,27 mins
2016-11-16,19:55,Wednesday,39 mins,27 mins
2016-11-16,23:00,Wednesday,26 mins,26 mins
2016-11-16,23:05,Wednesday,25 mins,26 mins
2016-11-16,23:10,Wednesday,25 mins,25 mins
2016-11-16,23:15,Wednesday,25 mins,26 mins
2016-11-16,23:20,Wednesday,26 mins,25 mins
2016-11-16,23:25,Wednesday,26 mins,26 mins
2016-11-16,23:30,Wednesday,25 mins,26 mins
2016-11-16,23:35,Wednesday,25 mins,26 mins
2016-11-16,23:40,Wednesday,25 mins,25 mins
2016-11-16,23:45,Wednesday,25 mins,25 mins
2016-11-16,23:50,Wednesday,25 mins,25 mins
2016-11-16,23:55,Wednesday,25 mins,25 mins
2016-11-17,05:00,Thursday,25 mins,24 mins
2016-11-17,05:05,Thursday,25 mins,24 mins
2016-11-17,05:10,Thursday,25 mins,25 mins
2016-11-17,05:15,Thursday,25 mins,25 mins
2016-11-17,05:20,Thursday,25 mins,25 mins
2016-11-17,05:25,Thursday,25 mins,25 mins
2016-11-17,05:30,Thursday,25 mins,25 mins
2016-11-17,05:35,Thursday,25 mins,25 mins
2016-11-17,05:40,Thursday,25 mins,25 mins
2016-11-17,05:45,Thursday,26 mins,25 mins
2016-11-17,05:50,Thursday,27 mins,26 mins
2016-11-17,05:55,Thursday,28 mins,25 mins
2016-11-17,06:00,Thursday,29 mins,26 mins
2016-11-17,06:05,Thursday,31 mins,27 mins
2016-11-17,06:10,Thursday,32 mins,27 mins
2016-11-17,06:15,Thursday,38 mins,29 mins
2016-11-17,06:20,Thursday,44 mins,34 mins
2016-11-17,06:25,Thursday,47 mins,37 mins
2016-11-17,06:30,Thursday,50 mins,44 mins
2016-11-17,06:35,Thursday,52 mins,48 mins
2016-11-17,06:40,Thursday,51 mins,47 mins
2016-11-17,06:45,Thursday,51 mins,51 mins
2016-11-17,06:50,Thursday,55 mins,53 mins
2016-11-17,06:55,Thursday,54 mins,55 mins
2016-11-17,07:00,Thursday,53 mins,58 mins
2016-11-17,07:05,Thursday,55 mins,59 mins
2016-11-17,07:10,Thursday,54 mins,56 mins
2016-11-17,07:15,Thursday,55 mins,58 mins
2016-11-17,07:20,Thursday,56 mins,58 mins
2016-11-17,07:25,Thursday,56 mins,1 hour 0 mins
2016-11-17,07:30,Thursday,56 mins,59 mins
2016-11-17,07:35,Thursday,57 mins,1 hour 2 mins
2016-11-17,07:40,Thursday,57 mins,56 mins
2016-11-17,07:45,Thursday,57 mins,54 mins
2016-11-17,07:50,Thursday,56 mins,55 mins
2016-11-17,07:55,Thursday,1 hour 2 mins,55 mins
2016-11-17,17:00,Thursday,1 hour 8 mins,44 mins
2016-11-17,17:05,Thursday,1 hour 8 mins,44 mins
2016-11-17,17:10,Thursday,1 hour 8 mins,44 mins
2016-11-17,17:15,Thursday,1 hour 9 mins,46 mins
2016-11-17,17:20,Thursday,1 hour 12 mins,46 mins
2016-11-17,17:25,Thursday,1 hour 10 mins,49 mins
2016-11-17,17:30,Thursday,1 hour 10 mins,47 mins
2016-11-17,17:35,Thursday,1 hour 12 mins,45 mins
2016-11-17,17:40,Thursday,1 hour 14 mins,45 mins
2016-11-17,17:45,Thursday,1 hour 12 mins,46 mins
2016-11-17,17:50,Thursday,1 hour 14 mins,44 mins
2016-11-17,17:55,Thursday,1 hour 10 mins,42 mins
2016-11-17,18:00,Thursday,1 hour 8 mins,44 mins
2016-11-17,18:05,Thursday,1 hour 7 mins,44 mins
2016-11-17,18:10,Thursday,1 hour 8 mins,41 mins
2016-11-17,18:15,Thursday,1 hour 6 mins,40 mins
2016-11-17,18:20,Thursday,1 hour 5 mins,40 mins
2016-11-17,18:25,Thursday,1 hour 3 mins,39 mins
2016-11-17,18:30,Thursday,1 hour 2 mins,37 mins
2016-11-17,18:35,Thursday,59 mins,37 mins
2016-11-17,18:40,Thursday,57 mins,37 mins
2016-11-17,18:45,Thursday,56 mins,38 mins
2016-11-17,18:50,Thursday,54 mins,37 mins
2016-11-17,18:55,Thursday,54 mins,36 mins
2016-11-17,19:00,Thursday,51 mins,35 mins
2016-11-17,19:05,Thursday,50 mins,33 mins
2016-11-17,19:10,Thursday,49 mins,32 mins
2016-11-17,19:15,Thursday,46 mins,33 mins
2016-11-17,19:20,Thursday,46 mins,31 mins
2016-11-17,19:25,Thursday,45 mins,32 mins
2016-11-17,19:30,Thursday,43 mins,31 mins
2016-11-17,19:35,Thursday,42 mins,30 mins
2016-11-17,19:40,Thursday,42 mins,29 mins
2016-11-17,19:45,Thursday,39 mins,29 mins
2016-11-17,19:50,Thursday,37 mins,28 mins
2016-11-17,19:55,Thursday,37 mins,28 mins
2016-11-17,23:00,Thursday,25 mins,30 mins
2016-11-17,23:05,Thursday,26 mins,29 mins
2016-11-17,23:10,Thursday,26 mins,28 mins
2016-11-17,23:15,Thursday,26 mins,28 mins
2016-11-17,23:20,Thursday,26 mins,26 mins
2016-11-17,23:25,Thursday,26 mins,26 mins
2016-11-17,23:30,Thursday,25 mins,26 mins
2016-11-17,23:35,Thursday,25 mins,26 mins
2016-11-17,23:40,Thursday,26 mins,25 mins
2016-11-17,23:45,Thursday,25 mins,26 mins
2016-11-17,23:50,Thursday,25 mins,25 mins
2016-11-17,23:55,Thursday,25 mins,25 mins
2016-11-18,05:00,Friday,25 mins,24 mins
2016-11-18,05:05,Friday,25 mins,24 mins
2016-11-18,05:10,Friday,25 mins,24 mins
2016-11-18,05:15,Friday,25 mins,25 mins
2016-11-18,05:20,Friday,25 mins,25 mins
2016-11-18,05:25,Friday,26 mins,25 mins
2016-11-18,05:30,Friday,25 mins,25 mins
2016-11-18,05:35,Friday,26 mins,25 mins
2016-11-18,05:40,Friday,26 mins,26 mins
2016-11-18,05:45,Friday,26 mins,25 mins
2016-11-18,05:50,Friday,26 mins,26 mins
2016-11-18,05:55,Friday,27 mins,25 mins
2016-11-18,06:00,Friday,27 mins,26 mins
2016-11-18,06:05,Friday,29 mins,26 mins
2016-11-18,06:10,Friday,28 mins,27 mins
2016-11-18,06:15,Friday,35 mins,28 mins
2016-11-18,06:20,Friday,36 mins,29 mins
2016-11-18,06:25,Friday,39 mins,31 mins
2016-11-18,06:30,Friday,43 mins,34 mins
2016-11-18,06:35,Friday,43 mins,35 mins
2016-11-18,06:40,Friday,45 mins,36 mins
2016-11-18,06:45,Friday,44 mins,38 mins
2016-11-18,06:50,Friday,42 mins,39 mins
2016-11-18,06:55,Friday,43 mins,39 mins
2016-11-18,07:00,Friday,46 mins,40 mins
2016-11-18,07:05,Friday,47 mins,40 mins
2016-11-18,07:10,Friday,47 mins,41 mins
2016-11-18,07:15,Friday,47 mins,42 mins
2016-11-18,07:20,Friday,47 mins,43 mins
2016-11-18,07:25,Friday,48 mins,41 mins
2016-11-18,07:30,Friday,48 mins,41 mins
2016-11-18,07:35,Friday,45 mins,40 mins
2016-11-18,07:40,Friday,47 mins,39 mins
2016-11-18,07:45,Friday,46 mins,38 mins
2016-11-18,07:50,Friday,46 mins,37 mins
2016-11-18,07:55,Friday,49 mins,36 mins
2016-11-18,17:00,Friday,1 hour 27 mins,1 hour 9 mins
2016-11-18,17:05,Friday,1 hour 27 mins,1 hour 11 mins
2016-11-18,17:10,Friday,1 hour 24 mins,1 hour 11 mins
2016-11-18,17:15,Friday,1 hour 25 mins,1 hour 9 mins
2016-11-18,17:20,Friday,1 hour 27 mins,1 hour 4 mins
2016-11-18,17:25,Friday,1 hour 24 mins,1 hour 2 mins
2016-11-18,17:30,Friday,1 hour 23 mins,1 hour 1 min
2016-11-18,17:35,Friday,1 hour 20 mins,1 hour 0 mins
2016-11-18,17:40,Friday,1 hour 16 mins,58 mins
2016-11-18,17:45,Friday,1 hour 14 mins,58 mins
2016-11-18,17:50,Friday,1 hour 13 mins,55 mins
